users,text
gburn1175,"@realDonaldTrump Really now you are protecting the people after killing 215,000 Americans....a little late buddy"
Mr205Dan,"RT @Infantry0300: @realDonaldTrump Here are ALL the arrests...well, not ALL of the arrests of your criminal friends, but all of the arrests…"
POberembt,@realDonaldTrump You’re ridiculous!
jpm_ml,RT @TBates314: @realDonaldTrump https://t.co/xyNO5WCrQW
rifftide_singer,@realDonaldTrump You had four years and nothing. Zip. Zero. Zilch. Time’s up. Start packing.  - a suburban housewife
GayleKongsubto,@realDonaldTrump Joe Biden is only a few years older than you and in much better physical shape. So I would not com… https://t.co/aovvS4dWDx
FindJBMortgage,"@realDonaldTrump Lies run sprints, but the truth runs marathons. ... See you at the polls.... IN PERSON!! #Trump2020LandslideVictory"
tomconn94715127,@realDonaldTrump They are. Your gone
BVJoehnk,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
BellaDonnaNicks,"RT @itsJeffTiedrich: @realDonaldTrump baloney. how long does it take to write a plan, bro? you've had four years and you've got nothing. th…"
EugJHawk,@realDonaldTrump https://t.co/6bkrG5ABFu
JimRobe85184824,@realDonaldTrump Yes resident to nursing home
kara_mia_,@realDonaldTrump https://t.co/fXADxavPrt
bonadea1978,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
CutshallGrant,@realDonaldTrump They are lining up at the polls in droves!  Biden/Harris 2020! 🇺🇸
AlcairoCrystal,RT @TSUNAMIBLUE2020: @realDonaldTrump Quite the contrary you have been taking advantage of us!!!  Paying no to little taxes and prospering…
easy3141,@realDonaldTrump https://t.co/HKfcs4uNhd
ddnarich,"@realDonaldTrump Yes! As you yourself said, older Americans are ""almost nobody!""  Time to roll them all into their caskets."
Hummerlady,@realDonaldTrump Making fun of the elderly does not win votes!! tRump is going down. He makes fun of everyone but n… https://t.co/ByBsyUjCEV
BillReno4,@realDonaldTrump VOTE BIDEN/HARRIS TO SAVE AMERICA
Nanamyra3,RT @Counselor701: @realDonaldTrump VOTE TRUMP OUT! https://t.co/7135174al9
frebo7,@realDonaldTrump If that were true you would already have done something... #FullOfShitStain
JasonPerrone12,@realDonaldTrump https://t.co/Yb1xTrqBhk
EhgYaytzo,@realDonaldTrump Where is the plan
Thrandiana,RT @MeidasTouch: @realDonaldTrump Too late #TrumpGraveDancer  https://t.co/iFs8C7nPzz
EverydayAmazed,@realDonaldTrump Trumpcare is called the Grim Reaper 2020.
PithySnark,@realDonaldTrump They’re literally waiting hours in line just to vote you out. Good luck.
swomptalk,@realDonaldTrump Actions speak louder than words
PineyPointG,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
ASierra76,@realDonaldTrump I say his Biden for _Resident tweet. Yeah...making fun of seniors in a long term care facility. Co… https://t.co/zZiOa3wRKs
Michael80059701,@realDonaldTrump Says the biggest manipulator of the system of all.
PhilipDoyle2504,@realDonaldTrump Hope they're faster than 1. Your tax returns 2. The Mexican Wall Bill 3. Car factories 4. A replac… https://t.co/OLOPIWhQ0f
Nanamyra3,RT @Eddiiiiiiie_: @realDonaldTrump Vote for Biden. Save American lives!  https://t.co/fRoulK1eZO
jean_aloj,@realDonaldTrump #VoteBiden 🇺🇸
fovalles23,@realDonaldTrump They voting you out buddy ✌🏼
MikeAda69588676,@realDonaldTrump I thought the choice is easier.   Which candidate faked a contagious lethal disease to imply peopl… https://t.co/P8zdvHlmmt
humptytrumpety,@realDonaldTrump VOTE FOR ASSAULT WEAPONS &amp; MASS SHOOTINGS.  VOTE FOR THE KILLER CELEB WITH THE MOST BLOOD ON HIS H… https://t.co/d06FdgoAJH
michael60120,@realDonaldTrump https://t.co/z2x35QuAu9
garyvcarlson,@realDonaldTrump Except for the ones who got cauggt.
MarkHul63158184,@realDonaldTrump Liar.............🎈
specialized_tr,@realDonaldTrump @CoryBooker https://t.co/ys5NdNAPhg
seancoy76665542,"@realDonaldTrump Calling war heroes “ suckers and losers “ is not supporting our military, something you would know… https://t.co/ECOBzUS6LI"
LibbynOrd,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
sosa7201,@realDonaldTrump Fake news
heylegacies,@realDonaldTrump why is it always so accurate https://t.co/otGb7W9NeE
johnnbread,RT @freddyatton: @realDonaldTrump https://t.co/kVNRP8EmSl
splatter_scope,@realDonaldTrump Bro ur old as heck too???  https://t.co/sjJR7TIRyo
OldStateOfMind,@realDonaldTrump @POTUS @MELANIATRUMP @FLOTUS @DonaldJTrumpJr @IvankaTrump @TiffanyATrump @EricTrump @jaredkushner… https://t.co/tzeTCaKGHA
kj_bloom,@realDonaldTrump They know! That is why they are standing in lines ALL DAY to vote you out! BYE DON 2020🇺🇸 https://t.co/lcaeHhCtLy
nikstift,@realDonaldTrump #VoteHimOut https://t.co/LfcEfUiz06
HCarolewheeler,"@realDonaldTrump Promises, promises, and more promises!  Republicans lie, and are so low that they could slide unde… https://t.co/fgfi3Xz0Xb"
baeilymyboo,@realDonaldTrump bro ur lichrally in your 70s too
Deridiculus1,RT @HelenKennedy: @realDonaldTrump Probably wise to write off the senior vote at this point. You were already losing them badly.
Jusjules2,@realDonaldTrump Jesus Christ do you ever work?  All you do is rally and tweet all day long and we the TAXPAYER are… https://t.co/qho11XVjSH
TerryFagan7,@realDonaldTrump V.O.T.E. Biden!👍
YslFleez,RT @steviesburner2: @realDonaldTrump Trump and Biden during the next debate https://t.co/5Cds6DhUhz
FindJBMortgage,"@realDonaldTrump Lies run sprints, but the truth runs marathons. ... See you at the polls.... IN PERSON!! #Trump2020LandslideVictory"
MusondaSakala1,@realDonaldTrump Boy bye
Variables16,@realDonaldTrump WHEN?!?!?!
rafalcoolizado,@realDonaldTrump KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
MrJLCharbonneau,RT @MrJLCharbonneau: @realDonaldTrump It’s hard to escape wrongdoing from your PAST. Especially when it’s in the public record.🎯  #MenForER…
talene,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
BellaDonnaNicks,"RT @JeffreyGuterman: @realDonaldTrump Your supporters may believe your lies, but the majority of U.S. voters know better, @realDonaldTrump."
Cheyenn97250418,@realDonaldTrump @OANN i have never hated someone more
DanahSwann37055,@realDonaldTrump ahhh-throwing a kink in ur plan huh
Nmadams9,"RT @mmpadellan: @realDonaldTrump You're going to lose anyway, Spanky, so I guess you might as well have fun while you're doing it.  But the…"
bizktm,"RT @itsJeffTiedrich: @realDonaldTrump you had four years to make America quote-unquote ""great"" and now everything is in pieces. who could h…"
TrumpVirusUS1,@realDonaldTrump https://t.co/kwSEkFpPwK
yatesbecka,"@realDonaldTrump ""Not Our Vote, Not Our Faith"" https://t.co/ocLaJEjoPy via @YouTube"
LeuckLandon,@realDonaldTrump My guess is nobody wore a mask?
arvid_erickson,@realDonaldTrump Short of restricting the type of firearm one may be able to acquire (eg. you might have trouble ac… https://t.co/VnRnoxA26v
masturtroll64,@realDonaldTrump https://t.co/Otyy5b0Xkl
andymillington,"RT @itsJeffTiedrich: @realDonaldTrump you had four years to make America quote-unquote ""great"" and now everything is in pieces. who could h…"
rtmcclure,@realDonaldTrump #CadetBoneSpurs  #VeteransAgainstTrump https://t.co/SGkCvhVyyX
arielnola1,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
awnaves,@realDonaldTrump Where is your plan?  Four years and still nothing. #liar
Dexini68,"@realDonaldTrump 🤣👏👏 Chamber, resident."
Flutterbygypsy,"RT @Infantry0300: @realDonaldTrump Here are ALL the arrests...well, not ALL of the arrests of your criminal friends, but all of the arrests…"
PoloPersonGwen,RT @scientificrealm: @realDonaldTrump https://t.co/1jZ3T6dIyE
Diazp1201,RT @88SEATTLE61: @realDonaldTrump https://t.co/lT3nH02apL
MariaDo49745305,@realDonaldTrump https://t.co/QJR1Lb7HAN
MamaBeth6729,@realDonaldTrump You have got to be fucking kidding me. Do you actually believe this shit?
TerryFagan7,@realDonaldTrump V.O.T.E. Biden!👍
sandiesie,@realDonaldTrump Show me the bill! Show me your plan! My daughter was born with a disease! She works hard and deser… https://t.co/J1XvDhkX4B
aCimarron,RT @FOOL_NELSON: @realDonaldTrump was impeached because this email exists. https://t.co/ydbViWAz2x
Manzo4012,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
IfOurOceansDie,@realDonaldTrump https://t.co/eEuluZhfsr
CIRDM,"@realDonaldTrump: IF YOU ARE CASTING YOUR VOTE TODAY AND ALWAYS, REMEMBER WHY WE ARE AMERICANS: Our Military Heroes… https://t.co/zGXGqhlgdK"
AlanZMiller1,@realDonaldTrump Encouraging terrorism as usual.
garcia312nyc,@realDonaldTrump 2.2 trillion is big enough.  Get it done or go home to Florida in November.
diegocala,"RT @MeidasTouch: @realDonaldTrump You had your chance. Bye, bye.  https://t.co/jQjfHFchU6"
Matthew10103007,@realDonaldTrump @seanhannity @IngrahamAngle @TuckerCarlson @marklevinshow @TrumpWarRoom DEMS/MEDIA you cannot cont… https://t.co/ZmshXEKzrT
EugJHawk,@realDonaldTrump https://t.co/gT35xyXZdw
MichaelSipes16,@realDonaldTrump Restore dignity to the White House. Vote Biden!!! https://t.co/VVnxM4Ekik
DShine54107805,"RT @itsJeffTiedrich: @realDonaldTrump you had four years to make America quote-unquote ""great"" and now everything is in pieces. who could h…"
JohnAStewart7,"RT @Ihearttrixie: @realDonaldTrump In my Florida neighborhood, there are 4 houses supporting you,  and hundreds supporting Joe and Kamala..…"
John15427114,@realDonaldTrump https://t.co/kQdj6xYhx8
kpoast,@realDonaldTrump WHAT. IS. THE. PLAN???
KathyRadigan,"RT @itsJeffTiedrich: @realDonaldTrump you had four years to make America quote-unquote ""great"" and now everything is in pieces. who could h…"
clsmith1092,"@realDonaldTrump  @FoxNews  @dbongino  @SteveHiltonx  #TrumpPence2020   Why isn’t @CNN, @ABC, @NBCNews, or @MSNBC c… https://t.co/KsyWZ98l6f"
gburn1175,@realDonaldTrump Its actually now called the Trump virus stupid
davidthomasmar1,RT @HKrassenstein: @realDonaldTrump Trump’s promise of healthcare in 2020 is just like his promise of healthcare in 2016.  It is empty!
cardinalsfan192,"RT @itsJeffTiedrich: @realDonaldTrump baloney. how long does it take to write a plan, bro? you've had four years and you've got nothing. th…"
AlanGoldstein12,@realDonaldTrump Famed Navy SEAL pushes back after Trump amplifies baseless bin Laden conspiracy theory. Desperate… https://t.co/DYr9C7zO0Y
Ramila67,"@realDonaldTrump Yes I promise to vote the liar, criminal, racist out! https://t.co/G6He4TwQ6I"
Anglldybl,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
JayJoyapril,@realDonaldTrump you want cops to shoot first and not to worry about the questions later. You are a sick man.
floyd_bowling,@realDonaldTrump TRUE
PoloPersonGwen,RT @UltimateUniver2: @realDonaldTrump The people will tell you And you won't like it https://t.co/tlHHvQVWNS
reyesmandr,@realDonaldTrump #TrumpGraveDancer #TrumpIsALaughingStock https://t.co/lWWWYJlRpz
MTRichards400,"@realDonaldTrump's attacks on the @USPS are an attack on every single American past, present, &amp; future.  We must re… https://t.co/k1emebxgSX"
sm_blubaugh,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
PendoLoveAmore,@realDonaldTrump We still don't care about Hunter Biden. And we still are going to vote you out. THE MOST CORRUPT P… https://t.co/DnHSgNAN4e
DouglassWillia9,@realDonaldTrump @SenateGOP @KamalaHarris @JoeBiden American legislative exchange council that's what Alec means. M… https://t.co/Ib9SFRHBiS
Nelson92793164,@realDonaldTrump Fixed it for ya https://t.co/Og7TNkUhkH
Thomas_B_R,@realDonaldTrump The IMPOTUS urging his fascists to break the law again. Publicly. On Twitter. What do you say @Twitter @jack ?
PhilSilverman7,@realDonaldTrump But you never wrote trumpcare
TonyBled4USA,@realDonaldTrump This is probably Trump’s most malicious lie since he has NO REPLACEMENT PLAN. Republicans are dedi… https://t.co/PCwd0xG5bN
Qlink99,@realDonaldTrump 😂😂 ffs
DonnaHi94780527,@realDonaldTrump @CoryBooker Show me your healthcare plan!!! Put up or Shut UP!!!!!
SpeakOu12168225,@realDonaldTrump @OANN @newsmax @cspan https://t.co/Fehr0KqUU3
fandomawards18,@realDonaldTrump Lets all vote for @JoeBiden
Cheyenn97250418,@realDonaldTrump SHUT TF UP
SidneyBrown7,"@realDonaldTrump It's from Fox News,  the fake news channel."
malismom83,RT @judgeyourself99: @realDonaldTrump Lmfao https://t.co/gWReCMWQTe
GinnyC1960,@realDonaldTrump VOTE BIDEN 💙💙💙 MAKE AMERICA GREAT!
Nariman14598300,@realDonaldTrump 😂👌🏻
msjones3811,@realDonaldTrump Too many steroids. Look out Melania he'll be creeping on you next
mom_sheltie,@realDonaldTrump You’ve had four years. Why should anyone believe you? #TrumpIsALaughingStock #TrumpVirus
mlhiggs23,RT @BaileySarian: @realDonaldTrump You look like you went to a gas station tanning bed.
Mehrnoo55121501,@realDonaldTrump Thanks for snapping a NIAC member  Trump 2020
carol_macvicar,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
skullboy0,@realDonaldTrump We’ve been waiting five fucking years for you to give us the details of this “plan”
DinaStanfl,"RT @itsJeffTiedrich: @realDonaldTrump you had four years to make America quote-unquote ""great"" and now everything is in pieces. who could h…"
KathyRadigan,@realDonaldTrump Didn’t you promise to make America great again four years ago? Why should you get four more years?
SMartin29094490,@realDonaldTrump Where’s Melania?  Why isn’t she on the campaign trail with you??
OC71664783,@realDonaldTrump If Joe Biden did this to the USA you wouldn't be able to shut your yap! All you need to do is subs… https://t.co/2CTJ6nDLwF
anne51caligirl,RT @CarolynFlanner2: @realDonaldTrump  can you please go around crazy Nancy and do and executive order for stimulus.    She needs removed a…
megaSNY,@realDonaldTrump https://t.co/x3IkuDndy6
DaLongTallTexan,@realDonaldTrump GEORGIA does not want Trump to be president another single day!
spiritbride,@realDonaldTrump https://t.co/mcXYhJtM68
jk_kause,RT @Phillip2020Vote: @realDonaldTrump Sen. Ben Sasse (R-NE) is lying. The American people want the winner of the 2020 election to pick the…
jpm_ml,RT @jumoffit: @realDonaldTrump It’s not like a group of white terrorists just plotted to kidnap this states governor or anything
jloiselle84,@realDonaldTrump tsk tsk tsk. https://t.co/qMBJdYSbWB
kev_toronto,@realDonaldTrump In just 2 weeks
brenton11_bill,@realDonaldTrump https://t.co/afsxyZQ4Cy
QueenQuarantin1,@realDonaldTrump https://t.co/TtWFCGY6KU
AlcairoCrystal,RT @BetsyRossUSofA: @realDonaldTrump One great human being &amp; one orange wannabe loved idiot. https://t.co/eR6UGB8dDk
Julia_Kath,@realDonaldTrump Watch who you call loser- loser.
BladePsi,@realDonaldTrump https://t.co/1mIuFjPgZz
briaboy,@realDonaldTrump https://t.co/fbIslLIGbk
kays1023,RT @LeeHolly81: @realDonaldTrump Our LIVES are literally in his hands!!  ... and I wouldn’t TRUST him to water my plants.   https://t.co/bm…
kdeegs14,@realDonaldTrump So you’re encouraging yet another attempt to interfere in the election #lockhimup
mike08201,@realDonaldTrump They are trying They are voting blue to get rid of you lol
DaveseatleDave,@realDonaldTrump you don’t look so well https://t.co/HMpzCx22xN
DGray_2019,RT @murray_nyc: @realDonaldTrump This is one of the most disgusting things Trump has ever tweeted. Who are the other people featured in thi…
Bohemianbloom,RT @Stonekettle: @realDonaldTrump Show. Us. The. Plan.   Show us the plan. Where is it? Republicans have had LITERALLY decades to come up w…
redboikaya,@realDonaldTrump Poeple are running out of their savings. Running out of options. Im busting my ass looking for wor… https://t.co/sVUCbUzZMI
wilytone,"RT @MeidasTouch: @realDonaldTrump You had your chance. Bye, bye.  https://t.co/jQjfHFchU6"
Nelson92793164,@realDonaldTrump Are you having trouble with your words again and can only put up a picture?
Deridiculus1,"RT @tomcoates: @realDonaldTrump Meanwhile, he’s literally three years older than you are and so far I’ve not seen you doing any kind of exe…"
